human	lizard	chicken
ENSG00000166986	ENSACAG00000006698	ENSGALG00000039315
ENSG00000156261	ENSACAG00000001784	ENSGALG00000015821
ENSG00000147536	ENSACAG00000000651	ENSGALG00000045374
ENSG00000139083	ENSACAG00000004675	ENSGALG00000012921
ENSG00000139209	ENSACAG00000001742	ENSGALG00000009730
ENSG00000163634	ENSACAG00000001152	ENSGALG00000007299
ENSG00000134109	ENSACAG00000012377	ENSGALG00000008320
ENSG00000132819	ENSACAG00000016238	ENSGALG00000026081
ENSG00000102678	ENSACAG00000002904	ENSGALG00000025748
ENSG00000148942	ENSACAG00000004670	ENSGALG00000013304
ENSG00000167632	ENSACAG00000000144	ENSGALG00000042766
ENSG00000153002	ENSACAG00000006963	ENSGALG00000006834
ENSG00000120833	ENSACAG00000012616	ENSGALG00000011295
ENSG00000125870	ENSACAG00000000582	ENSGALG00000026999
ENSG00000134698	ENSACAG00000017275	ENSGALG00000039713
ENSG00000073614	ENSACAG00000000034	ENSGALG00000012986
ENSG00000128311	ENSACAG00000016192	ENSGALG00000012488
ENSG00000184076	ENSACAG00000000786	ENSGALG00000008066
ENSG00000128309	ENSACAG00000016188	ENSGALG00000040840
ENSG00000109654	ENSACAG00000015934	ENSGALG00000009207
ENSG00000133101	ENSACAG00000004378	ENSGALG00000017052
ENSG00000188716	ENSACAG00000008686	ENSGALG00000005019
ENSG00000183431	ENSACAG00000017058	ENSGALG00000001540
ENSG00000132964	ENSACAG00000003031	ENSGALG00000045565
ENSG00000243749	ENSACAG00000013378	ENSGALG00000002517
ENSG00000140623	ENSACAG00000000531	ENSGALG00000029027
ENSG00000092445	ENSACAG00000014118	ENSGALG00000008631
ENSG00000177156	ENSACAG00000015239	ENSGALG00000037195
ENSG00000006611	ENSACAG00000000051	ENSGALG00000006192
ENSG00000128408	ENSACAG00000014672	ENSGALG00000014232
ENSG00000153814	ENSACAG00000007174	ENSGALG00000030455
ENSG00000065609	ENSACAG00000003998	ENSGALG00000015846
ENSG00000125107	ENSACAG00000001602	ENSGALG00000002301
ENSG00000070501	ENSACAG00000001998	ENSGALG00000040828
ENSG00000150867	ENSACAG00000008773	ENSGALG00000007877
ENSG00000143727	ENSACAG00000005389	ENSGALG00000016363
ENSG00000164161	ENSACAG00000003315	ENSGALG00000009948
ENSG00000165175	ENSACAG00000014537	ENSGALG00000041078
ENSG00000139116	ENSACAG00000007925	ENSGALG00000007098
ENSG00000005448	ENSACAG00000005570	ENSGALG00000031570
ENSG00000181029	ENSACAG00000017082	ENSGALG00000039088
ENSG00000073734	ENSACAG00000001058	ENSGALG00000010891
ENSG00000159267	ENSACAG00000008830	ENSGALG00000016047
ENSG00000080345	ENSACAG00000003714	ENSGALG00000012484
ENSG00000158467	ENSACAG00000014330	ENSGALG00000032868
ENSG00000178026	ENSACAG00000004816	ENSGALG00000006588
ENSG00000133740	ENSACAG00000014098	ENSGALG00000038915
ENSG00000164163	ENSACAG00000003386	ENSGALG00000009961
ENSG00000174640	ENSACAG00000009749	ENSGALG00000006471
ENSG00000100028	ENSACAG00000003317	ENSGALG00000006596
ENSG00000179941	ENSACAG00000010107	ENSGALG00000033769
ENSG00000125775	ENSACAG00000008327	ENSGALG00000028347
ENSG00000197747	ENSACAG00000000615	ENSGALG00000028774
ENSG00000127377	ENSACAG00000002251	ENSGALG00000006189
ENSG00000138867	ENSACAG00000003297	ENSGALG00000006607
ENSG00000109911	ENSACAG00000002184	ENSGALG00000012127
ENSG00000176971	ENSACAG00000004747	ENSGALG00000023904
ENSG00000008869	ENSACAG00000008250	ENSGALG00000010571
ENSG00000163191	ENSACAG00000000617	ENSGALG00000036711
ENSG00000134490	ENSACAG00000028555	ENSGALG00000035384
ENSG00000074211	ENSACAG00000005115	ENSGALG00000015531
ENSG00000100991	ENSACAG00000008237	ENSGALG00000003147
ENSG00000035115	ENSACAG00000005356	ENSGALG00000016362
ENSG00000164032	ENSACAG00000012509	ENSGALG00000036228
ENSG00000185187	ENSACAG00000013492	ENSGALG00000004267
ENSG00000106105	ENSACAG00000005601	ENSGALG00000005694
ENSG00000129151	ENSACAG00000004751	ENSGALG00000013297
ENSG00000003756	ENSACAG00000008580	ENSGALG00000039288
ENSG00000147164	ENSACAG00000015241	ENSGALG00000005659
ENSG00000078814	ENSACAG00000007497	ENSGALG00000030985
ENSG00000101843	ENSACAG00000012006	ENSGALG00000008287
ENSG00000068308	ENSACAG00000007596	ENSGALG00000029850
ENSG00000070018	ENSACAG00000004466	ENSGALG00000031503
ENSG00000108557	ENSACAG00000001421	ENSGALG00000004888
ENSG00000170473	ENSACAG00000005714	ENSGALG00000046169
ENSG00000164162	ENSACAG00000003368	ENSGALG00000028643
ENSG00000129810	ENSACAG00000000014	ENSGALG00000011281
ENSG00000100030	ENSACAG00000001402	ENSGALG00000001501
ENSG00000166794	ENSACAG00000006969	ENSGALG00000002210
ENSG00000072310	ENSACAG00000001181	ENSGALG00000027188
ENSG00000106638	ENSACAG00000011336	ENSGALG00000031263
ENSG00000103534	ENSACAG00000001487	ENSGALG00000006911
ENSG00000104435	ENSACAG00000013395	ENSGALG00000039690
ENSG00000146122	ENSACAG00000002222	ENSGALG00000010055
ENSG00000065357	ENSACAG00000005502	ENSGALG00000038110
ENSG00000164707	ENSACAG00000012121	ENSGALG00000012908
ENSG00000137880	ENSACAG00000003309	ENSGALG00000032239
ENSG00000172995	ENSACAG00000010218	ENSGALG00000043240
ENSG00000105298	ENSACAG00000008374	ENSGALG00000024391
ENSG00000180440	ENSACAG00000004458	ENSGALG00000032028
ENSG00000166140	ENSACAG00000003355	ENSGALG00000008460
ENSG00000198160	ENSACAG00000011431	ENSGALG00000011118
ENSG00000131370	ENSACAG00000002737	ENSGALG00000039337
ENSG00000124574	ENSACAG00000009528	ENSGALG00000010419
ENSG00000139219	ENSACAG00000006064	ENSGALG00000030712
ENSG00000189320	ENSACAG00000012105	ENSGALG00000028459
ENSG00000187566	ENSACAG00000003390	ENSGALG00000012688
ENSG00000125879	ENSACAG00000000633	ENSGALG00000008732
ENSG00000140598	ENSACAG00000011040	ENSGALG00000006225
ENSG00000137364	ENSACAG00000003316	ENSGALG00000012687
ENSG00000095637	ENSACAG00000012338	ENSGALG00000038722
ENSG00000134508	ENSACAG00000000154	ENSGALG00000014998
ENSG00000124615	ENSACAG00000026830	ENSGALG00000010051
ENSG00000049449	ENSACAG00000002439	ENSGALG00000012121
ENSG00000166006	ENSACAG00000007691	ENSGALG00000010204
ENSG00000132970	ENSACAG00000003083	ENSGALG00000017103
ENSG00000124493	ENSACAG00000015953	ENSGALG00000002840
ENSG00000171462	ENSACAG00000009627	ENSGALG00000010386
ENSG00000184787	ENSACAG00000008283	ENSGALG00000005667
ENSG00000130700	ENSACAG00000005064	ENSGALG00000005352
ENSG00000105887	ENSACAG00000012102	ENSGALG00000041619
ENSG00000092847	ENSACAG00000029174	ENSGALG00000002249
ENSG00000127074	ENSACAG00000023546	ENSGALG00000026810
ENSG00000204033	ENSACAG00000015403	ENSGALG00000002307
ENSG00000121211	ENSACAG00000015911	ENSGALG00000009212
ENSG00000145451	ENSACAG00000005650	ENSGALG00000010781
ENSG00000176871	ENSACAG00000016660	ENSGALG00000008151
ENSG00000188277	ENSACAG00000003353	ENSGALG00000040929
ENSG00000104129	ENSACAG00000003311	ENSGALG00000036432
ENSG00000148602	ENSACAG00000015397	ENSGALG00000002303
ENSG00000122591	ENSACAG00000013949	ENSGALG00000010925
ENSG00000025796	ENSACAG00000005829	ENSGALG00000015308
ENSG00000204104	ENSACAG00000009729	ENSGALG00000004236
ENSG00000184481	ENSACAG00000015254	ENSGALG00000005658
ENSG00000172469	ENSACAG00000002330	ENSGALG00000015590
ENSG00000111445	ENSACAG00000016614	ENSGALG00000026517
ENSG00000073737	ENSACAG00000017218	ENSGALG00000010873
ENSG00000168152	ENSACAG00000003234	ENSGALG00000044141
ENSG00000089692	ENSACAG00000005940	ENSGALG00000044449
ENSG00000142784	ENSACAG00000003344	ENSGALG00000000943
ENSG00000143183	ENSACAG00000013299	ENSGALG00000033460
ENSG00000148730	ENSACAG00000008388	ENSGALG00000037904
ENSG00000142657	ENSACAG00000022463	ENSGALG00000002797
ENSG00000138002	ENSACAG00000006750	ENSGALG00000016509
ENSG00000122512	ENSACAG00000013264	ENSGALG00000003430
ENSG00000104290	ENSACAG00000010767	ENSGALG00000042308
ENSG00000156574	ENSACAG00000008399	ENSGALG00000003209
ENSG00000137251	ENSACAG00000016719	ENSGALG00000016300
ENSG00000168135	ENSACAG00000008259	ENSGALG00000012254
ENSG00000125851	ENSACAG00000000663	ENSGALG00000008734
ENSG00000087586	ENSACAG00000015968	ENSGALG00000007768
ENSG00000132975	ENSACAG00000003127	ENSGALG00000017102
ENSG00000100201	ENSACAG00000008158	ENSGALG00000037360
ENSG00000172939	ENSACAG00000009859	ENSGALG00000005979
ENSG00000163492	ENSACAG00000017405	ENSGALG00000020788
ENSG00000196367	ENSACAG00000016138	ENSGALG00000003596
ENSG00000169418	ENSACAG00000013114	ENSGALG00000037869
ENSG00000002746	ENSACAG00000017492	ENSGALG00000037193
ENSG00000143179	ENSACAG00000013321	ENSGALG00000003510
ENSG00000100038	ENSACAG00000001551	ENSGALG00000030051
ENSG00000104312	ENSACAG00000010239	ENSGALG00000043535
ENSG00000148584	ENSACAG00000015269	ENSGALG00000003765
ENSG00000065243	ENSACAG00000001417	ENSGALG00000006237
ENSG00000155657	ENSACAG00000017310	ENSGALG00000009089
ENSG00000101745	ENSACAG00000003460	ENSGALG00000008399
ENSG00000148604	ENSACAG00000015384	ENSGALG00000002299
ENSG00000063978	ENSACAG00000016861	ENSGALG00000015668
ENSG00000162613	ENSACAG00000006310	ENSGALG00000008939
ENSG00000133111	ENSACAG00000004460	ENSGALG00000019087
ENSG00000164164	ENSACAG00000003512	ENSGALG00000009968
ENSG00000075426	ENSACAG00000009506	ENSGALG00000010036
ENSG00000105810	ENSACAG00000015273	ENSGALG00000009476
ENSG00000107719	ENSACAG00000008406	ENSGALG00000004465
ENSG00000100196	ENSACAG00000008245	ENSGALG00000032313
ENSG00000163785	ENSACAG00000009662	ENSGALG00000006488
ENSG00000103489	ENSACAG00000003299	ENSGALG00000006757
ENSG00000011009	ENSACAG00000005161	ENSGALG00000004002
ENSG00000122642	ENSACAG00000009397	ENSGALG00000037669
ENSG00000120693	ENSACAG00000004463	ENSGALG00000017050
ENSG00000119866	ENSACAG00000015159	ENSGALG00000034048
ENSG00000178127	ENSACAG00000003426	ENSGALG00000036625
ENSG00000168952	ENSACAG00000001186	ENSGALG00000009847
ENSG00000136213	ENSACAG00000008862	ENSGALG00000004276
ENSG00000142627	ENSACAG00000006266	ENSGALG00000039895
ENSG00000132361	ENSACAG00000006538	ENSGALG00000005854
ENSG00000100034	ENSACAG00000001461	ENSGALG00000039121
ENSG00000077063	ENSACAG00000007252	ENSGALG00000009134
ENSG00000196277	ENSACAG00000009849	ENSGALG00000037841
ENSG00000124006	ENSACAG00000014245	ENSGALG00000011242
ENSG00000116741	ENSACAG00000008397	ENSGALG00000042744
ENSG00000106615	ENSACAG00000002265	ENSGALG00000039880
ENSG00000166886	ENSACAG00000009638	ENSGALG00000035028
ENSG00000244754	ENSACAG00000004509	ENSGALG00000017071
ENSG00000120832	ENSACAG00000015290	ENSGALG00000012639
ENSG00000077942	ENSACAG00000014456	ENSGALG00000014233
ENSG00000166979	ENSACAG00000002914	ENSGALG00000032882
ENSG00000151135	ENSACAG00000025074	ENSGALG00000012640
ENSG00000056998	ENSACAG00000005842	ENSGALG00000016655
ENSG00000180644	ENSACAG00000007274	ENSGALG00000045916
ENSG00000125656	ENSACAG00000015591	ENSGALG00000029438
ENSG00000165685	ENSACAG00000017562	ENSGALG00000034698
ENSG00000166888	ENSACAG00000009680	ENSGALG00000029530
ENSG00000177225	ENSACAG00000015262	ENSGALG00000035676
ENSG00000101945	ENSACAG00000006321	ENSGALG00000031839
ENSG00000147457	ENSACAG00000016634	ENSGALG00000000409
ENSG00000065802	ENSACAG00000009718	ENSGALG00000004272
ENSG00000131791	ENSACAG00000013182	ENSGALG00000001678
ENSG00000206113	ENSACAG00000028544	ENSGALG00000015685
ENSG00000196935	ENSACAG00000003011	ENSGALG00000009825
ENSG00000100325	ENSACAG00000001230	ENSGALG00000008059
ENSG00000139597	ENSACAG00000004526	ENSGALG00000017072
ENSG00000144649	ENSACAG00000003100	ENSGALG00000037533
ENSG00000001626	ENSACAG00000007652	ENSGALG00000032986
ENSG00000125386	ENSACAG00000002137	ENSGALG00000015667
ENSG00000112561	ENSACAG00000002664	ENSGALG00000039878
ENSG00000173575	ENSACAG00000000088	ENSGALG00000006949
ENSG00000103196	ENSACAG00000014410	ENSGALG00000032143
ENSG00000012232	ENSACAG00000010228	ENSGALG00000016630
ENSG00000239264	ENSACAG00000003016	ENSGALG00000012784
ENSG00000079393	ENSACAG00000008666	ENSGALG00000005017
ENSG00000164823	ENSACAG00000010398	ENSGALG00000042840
ENSG00000166961	ENSACAG00000028418	ENSGALG00000037748
ENSG00000250479	ENSACAG00000016717	ENSGALG00000028810
ENSG00000116685	ENSACAG00000012185	ENSGALG00000004533
ENSG00000165097	ENSACAG00000003284	ENSGALG00000012685
ENSG00000184281	ENSACAG00000002763	ENSGALG00000006530
ENSG00000114993	ENSACAG00000013352	ENSGALG00000043620
ENSG00000172059	ENSACAG00000000128	ENSGALG00000016440
ENSG00000010282	ENSACAG00000006760	ENSGALG00000005297
ENSG00000122965	ENSACAG00000005065	ENSGALG00000008289
ENSG00000153162	ENSACAG00000002841	ENSGALG00000012787
ENSG00000124356	ENSACAG00000001804	ENSGALG00000042555
ENSG00000181031	ENSACAG00000015466	ENSGALG00000037314
ENSG00000115053	ENSACAG00000001006	ENSGALG00000032930
ENSG00000101187	ENSACAG00000005096	ENSGALG00000005460
ENSG00000147113	ENSACAG00000017875	ENSGALG00000016215
ENSG00000180921	ENSACAG00000001808	ENSGALG00000033118
ENSG00000179051	ENSACAG00000008688	ENSGALG00000031684
ENSG00000172461	ENSACAG00000002354	ENSGALG00000042116
ENSG00000181072	ENSACAG00000012100	ENSGALG00000012894
ENSG00000055332	ENSACAG00000008379	ENSGALG00000010560
ENSG00000086232	ENSACAG00000013139	ENSGALG00000003391
ENSG00000165066	ENSACAG00000000961	ENSGALG00000018503
ENSG00000140259	ENSACAG00000004763	ENSGALG00000028295
ENSG00000124688	ENSACAG00000010099	ENSGALG00000027871
ENSG00000156671	ENSACAG00000008599	ENSGALG00000005004
ENSG00000039068	ENSACAG00000002779	ENSGALG00000000608
ENSG00000117308	ENSACAG00000005183	ENSGALG00000004047
ENSG00000169372	ENSACAG00000012629	ENSGALG00000011297
ENSG00000131778	ENSACAG00000017686	ENSGALG00000015038
ENSG00000096080	ENSACAG00000000642	ENSGALG00000010296
ENSG00000138750	ENSACAG00000012626	ENSGALG00000011506
ENSG00000136717	ENSACAG00000010082	ENSGALG00000011541
ENSG00000198742	ENSACAG00000011792	ENSGALG00000004655
ENSG00000106305	ENSACAG00000013244	ENSGALG00000003400
ENSG00000139190	ENSACAG00000006678	ENSGALG00000022955
ENSG00000139910	ENSACAG00000000477	ENSGALG00000009850
ENSG00000119242	ENSACAG00000015093	ENSGALG00000003146
ENSG00000138316	ENSACAG00000008463	ENSGALG00000039219
ENSG00000102174	ENSACAG00000007524	ENSGALG00000016375
ENSG00000172426	ENSACAG00000000580	ENSGALG00000010299
ENSG00000143891	ENSACAG00000006024	ENSGALG00000013828
ENSG00000164733	ENSACAG00000015051	ENSGALG00000030016
ENSG00000114019	ENSACAG00000009605	ENSGALG00000006483
ENSG00000065320	ENSACAG00000017710	ENSGALG00000023626
ENSG00000244607	ENSACAG00000006787	ENSGALG00000005303
ENSG00000168143	ENSACAG00000016759	ENSGALG00000016299
ENSG00000152133	ENSACAG00000008352	ENSGALG00000010561
ENSG00000183386	ENSACAG00000017037	ENSGALG00000035187
ENSG00000204060	ENSACAG00000000249	ENSGALG00000026153
ENSG00000120675	ENSACAG00000002022	ENSGALG00000016965
ENSG00000102710	ENSACAG00000017639	ENSGALG00000017047
ENSG00000152894	ENSACAG00000010512	ENSGALG00000037423
ENSG00000079805	ENSACAG00000015436	ENSGALG00000040741
ENSG00000127129	ENSACAG00000000261	ENSGALG00000000667
ENSG00000179242	ENSACAG00000016236	ENSGALG00000005102
ENSG00000171476	ENSACAG00000002598	ENSGALG00000011404
ENSG00000173230	ENSACAG00000002219	ENSGALG00000041494
ENSG00000126016	ENSACAG00000008464	ENSGALG00000007952
ENSG00000147168	ENSACAG00000015455	ENSGALG00000005638
ENSG00000067836	ENSACAG00000006239	ENSGALG00000001841
ENSG00000102683	ENSACAG00000002977	ENSGALG00000017122
ENSG00000134115	ENSACAG00000010425	ENSGALG00000007927
ENSG00000082781	ENSACAG00000010168	ENSGALG00000029766
ENSG00000164035	ENSACAG00000029143	ENSGALG00000046550
ENSG00000142192	ENSACAG00000014691	ENSGALG00000015770
ENSG00000205213	ENSACAG00000015802	ENSGALG00000040834
ENSG00000186501	ENSACAG00000017844	ENSGALG00000000955
ENSG00000163803	ENSACAG00000009454	ENSGALG00000010032
ENSG00000178882	ENSACAG00000015091	ENSGALG00000003137
ENSG00000101844	ENSACAG00000012035	ENSGALG00000008282
ENSG00000162688	ENSACAG00000003990	ENSGALG00000005407
ENSG00000143452	ENSACAG00000008696	ENSGALG00000043021
ENSG00000019991	ENSACAG00000013177	ENSGALG00000033974
ENSG00000139211	ENSACAG00000001736	ENSGALG00000009739
ENSG00000177426	ENSACAG00000009578	ENSGALG00000014795
ENSG00000103994	ENSACAG00000015649	ENSGALG00000009081
ENSG00000114742	ENSACAG00000009416	ENSGALG00000006052
ENSG00000121210	ENSACAG00000015790	ENSGALG00000009230
ENSG00000141971	ENSACAG00000004718	ENSGALG00000042661
ENSG00000171433	ENSACAG00000006422	ENSGALG00000025991
ENSG00000175920	ENSACAG00000005755	ENSGALG00000015615
ENSG00000101188	ENSACAG00000025612	ENSGALG00000005524
ENSG00000126003	ENSACAG00000008743	ENSGALG00000006586
ENSG00000168412	ENSACAG00000007053	ENSGALG00000013576
ENSG00000113805	ENSACAG00000014961	ENSGALG00000007862
ENSG00000176834	ENSACAG00000029240	ENSGALG00000039903
ENSG00000149922	ENSACAG00000015031	ENSGALG00000006374
ENSG00000075884	ENSACAG00000003110	ENSGALG00000012421
ENSG00000181789	ENSACAG00000006047	ENSGALG00000005869
ENSG00000170310	ENSACAG00000017716	ENSGALG00000001238
ENSG00000101346	ENSACAG00000008660	ENSGALG00000006594
ENSG00000134769	ENSACAG00000006911	ENSGALG00000015211
ENSG00000163956	ENSACAG00000025586	ENSGALG00000015612
ENSG00000185808	ENSACAG00000008861	ENSGALG00000038098
ENSG00000184900	ENSACAG00000008281	ENSGALG00000032783
ENSG00000114745	ENSACAG00000009518	ENSGALG00000006033
ENSG00000050730	ENSACAG00000012990	ENSGALG00000011961
ENSG00000185989	ENSACAG00000000864	ENSGALG00000016817
ENSG00000048740	ENSACAG00000007661	ENSGALG00000034590
ENSG00000135643	ENSACAG00000024463	ENSGALG00000010044
ENSG00000101189	ENSACAG00000005153	ENSGALG00000005531
ENSG00000137252	ENSACAG00000016765	ENSGALG00000016297
ENSG00000283267	ENSACAG00000029622	ENSGALG00000032592
ENSG00000196950	ENSACAG00000012301	ENSGALG00000007777
ENSG00000060491	ENSACAG00000005168	ENSGALG00000005609
ENSG00000183520	ENSACAG00000017024	ENSGALG00000001502
ENSG00000114999	ENSACAG00000005781	ENSGALG00000008614
ENSG00000120658	ENSACAG00000002030	ENSGALG00000016967
ENSG00000139154	ENSACAG00000017531	ENSGALG00000038026
ENSG00000124795	ENSACAG00000003233	ENSGALG00000012684
ENSG00000176383	ENSACAG00000024053	ENSGALG00000028803
ENSG00000172456	ENSACAG00000007068	ENSGALG00000010879
ENSG00000182718	ENSACAG00000015820	ENSGALG00000003770
ENSG00000215021	ENSACAG00000007158	ENSGALG00000014567
ENSG00000122550	ENSACAG00000013755	ENSGALG00000010938
ENSG00000127329	ENSACAG00000001460	ENSGALG00000010049
ENSG00000143363	ENSACAG00000005905	ENSGALG00000042220
ENSG00000196850	ENSACAG00000001914	ENSGALG00000004550
ENSG00000100379	ENSACAG00000016166	ENSGALG00000042419
ENSG00000147246	ENSACAG00000004275	ENSGALG00000005853
ENSG00000174206	ENSACAG00000003116	ENSGALG00000027682
ENSG00000184047	ENSACAG00000000992	ENSGALG00000004412
ENSG00000068394	ENSACAG00000016598	ENSGALG00000033573
ENSG00000105894	ENSACAG00000029620	ENSGALG00000040493
ENSG00000058866	ENSACAG00000008171	ENSGALG00000005721
ENSG00000112902	ENSACAG00000010350	ENSGALG00000028685
ENSG00000038532	ENSACAG00000000009	ENSGALG00000007167
ENSG00000107771	ENSACAG00000001956	ENSGALG00000037682
ENSG00000023287	ENSACAG00000017963	ENSGALG00000015259
ENSG00000109436	ENSACAG00000002504	ENSGALG00000009855
ENSG00000221914	ENSACAG00000005972	ENSGALG00000000235
ENSG00000157224	ENSACAG00000015849	ENSGALG00000009038
ENSG00000112367	ENSACAG00000006338	ENSGALG00000015070
ENSG00000137845	ENSACAG00000014994	ENSGALG00000004212
ENSG00000014123	ENSACAG00000002358	ENSGALG00000015580
ENSG00000139112	ENSACAG00000017563	ENSGALG00000014723
ENSG00000183255	ENSACAG00000008261	ENSGALG00000005675
ENSG00000076258	ENSACAG00000013320	ENSGALG00000040292
ENSG00000135406	ENSACAG00000015695	ENSGALG00000039571
ENSG00000170153	ENSACAG00000002648	ENSGALG00000009865
ENSG00000137309	ENSACAG00000015910	ENSGALG00000030396
ENSG00000081087	ENSACAG00000029292	ENSGALG00000015306
ENSG00000058091	ENSACAG00000015785	ENSGALG00000009062
ENSG00000009950	ENSACAG00000007699	ENSGALG00000034960
ENSG00000096088	ENSACAG00000002730	ENSGALG00000028489
ENSG00000090316	ENSACAG00000010195	ENSGALG00000013310
ENSG00000008405	ENSACAG00000015184	ENSGALG00000012638
ENSG00000136280	ENSACAG00000004467	ENSGALG00000005612
ENSG00000137947	ENSACAG00000001362	ENSGALG00000006205
ENSG00000117305	ENSACAG00000005231	ENSGALG00000004057
ENSG00000102145	ENSACAG00000007871	ENSGALG00000032491
ENSG00000204178	ENSACAG00000013738	ENSGALG00000001067
ENSG00000111684	ENSACAG00000007224	ENSGALG00000014570
ENSG00000115459	ENSACAG00000000810	ENSGALG00000046248
ENSG00000163131	ENSACAG00000008703	ENSGALG00000000775
ENSG00000065413	ENSACAG00000013601	ENSGALG00000007996
ENSG00000166471	ENSACAG00000009529	ENSGALG00000005815
ENSG00000106123	ENSACAG00000008000	ENSGALG00000014749
ENSG00000187045	ENSACAG00000016119	ENSGALG00000012483
ENSG00000127526	ENSACAG00000011764	ENSGALG00000003794
ENSG00000134575	ENSACAG00000003028	ENSGALG00000008211
ENSG00000135912	ENSACAG00000012954	ENSGALG00000027991
ENSG00000120697	ENSACAG00000017663	ENSGALG00000017049
ENSG00000187871	ENSACAG00000016788	ENSGALG00000016296
ENSG00000085872	ENSACAG00000011583	ENSGALG00000003824
ENSG00000151151	ENSACAG00000004374	ENSGALG00000002710
ENSG00000181788	ENSACAG00000007771	ENSGALG00000010395
ENSG00000120699	ENSACAG00000017648	ENSGALG00000017048
ENSG00000154914	ENSACAG00000017652	ENSGALG00000037812
ENSG00000150625	ENSACAG00000005690	ENSGALG00000043480
ENSG00000183337	ENSACAG00000014487	ENSGALG00000043274
ENSG00000177565	ENSACAG00000013442	ENSGALG00000039182
ENSG00000104472	ENSACAG00000000166	ENSGALG00000040823
ENSG00000122986	ENSACAG00000002006	ENSGALG00000004562
ENSG00000074964	ENSACAG00000025490	ENSGALG00000043128
ENSG00000105793	ENSACAG00000015854	ENSGALG00000009035
ENSG00000148943	ENSACAG00000015739	ENSGALG00000012170
ENSG00000173226	ENSACAG00000004777	ENSGALG00000011655
ENSG00000162616	ENSACAG00000006469	ENSGALG00000008916
ENSG00000269058	ENSACAG00000009292	ENSGALG00000003914
ENSG00000151835	ENSACAG00000003045	ENSGALG00000017120
ENSG00000137960	ENSACAG00000006486	ENSGALG00000008902
ENSG00000166596	ENSACAG00000017726	ENSGALG00000001261
ENSG00000075420	ENSACAG00000016311	ENSGALG00000009222
ENSG00000157680	ENSACAG00000011785	ENSGALG00000012890
ENSG00000116981	ENSACAG00000002502	ENSGALG00000003816
ENSG00000204852	ENSACAG00000001945	ENSGALG00000041861
ENSG00000029534	ENSACAG00000012052	ENSGALG00000003594
ENSG00000025434	ENSACAG00000002940	ENSGALG00000038059
ENSG00000103995	ENSACAG00000005920	ENSGALG00000042025
ENSG00000214237	ENSACAG00000007789	ENSGALG00000023497
ENSG00000136997	ENSACAG00000010372	ENSGALG00000033631
ENSG00000116983	ENSACAG00000002443	ENSGALG00000003829
ENSG00000188175	ENSACAG00000012904	ENSGALG00000009482
ENSG00000172733	ENSACAG00000003215	ENSGALG00000027562
ENSG00000165392	ENSACAG00000003109	ENSGALG00000040909
ENSG00000090432	ENSACAG00000001340	ENSGALG00000042761
ENSG00000122643	ENSACAG00000009342	ENSGALG00000031397
ENSG00000119147	ENSACAG00000010485	ENSGALG00000043690
ENSG00000166224	ENSACAG00000008740	ENSGALG00000004553
ENSG00000272325	ENSACAG00000028344	ENSGALG00000002830
ENSG00000182771	ENSACAG00000002005	ENSGALG00000037366
ENSG00000010256	ENSACAG00000000788	ENSGALG00000005789
ENSG00000183688	ENSACAG00000025104	ENSGALG00000004900
ENSG00000144857	ENSACAG00000010110	ENSGALG00000015152
ENSG00000130699	ENSACAG00000016214	ENSGALG00000005121
ENSG00000104267	ENSACAG00000009431	ENSGALG00000030781
ENSG00000104325	ENSACAG00000010472	ENSGALG00000036990
ENSG00000084093	ENSACAG00000002355	ENSGALG00000032982
ENSG00000142765	ENSACAG00000017840	ENSGALG00000034964
ENSG00000123384	ENSACAG00000005966	ENSGALG00000030904
ENSG00000141252	ENSACAG00000008030	ENSGALG00000042071
ENSG00000081479	ENSACAG00000017153	ENSGALG00000010858
ENSG00000137221	ENSACAG00000009630	ENSGALG00000010385
ENSG00000164116	ENSACAG00000016975	ENSGALG00000035946
ENSG00000166780	ENSACAG00000003741	ENSGALG00000006456
ENSG00000243927	ENSACAG00000005071	ENSGALG00000027579
ENSG00000130638	ENSACAG00000014377	ENSGALG00000014234
ENSG00000083444	ENSACAG00000012193	ENSGALG00000004531
ENSG00000165186	ENSACAG00000007519	ENSGALG00000016358
ENSG00000183729	ENSACAG00000017965	ENSGALG00000015261
ENSG00000100206	ENSACAG00000008148	ENSGALG00000012236
ENSG00000166783	ENSACAG00000003689	ENSGALG00000039815
ENSG00000042445	ENSACAG00000011330	ENSGALG00000034358
ENSG00000137393	ENSACAG00000003203	ENSGALG00000012683
ENSG00000206557	ENSACAG00000014882	ENSGALG00000019622
ENSG00000112333	ENSACAG00000005957	ENSGALG00000015305
ENSG00000047315	ENSACAG00000002123	ENSGALG00000011387
ENSG00000198838	ENSACAG00000015401	ENSGALG00000009705
ENSG00000171596	ENSACAG00000001114	ENSGALG00000007714
ENSG00000127863	ENSACAG00000003064	ENSGALG00000017119
ENSG00000183813	ENSACAG00000014037	ENSGALG00000039146
ENSG00000146360	ENSACAG00000006466	ENSGALG00000015068
ENSG00000140519	ENSACAG00000008273	ENSGALG00000006635
ENSG00000104320	ENSACAG00000010440	ENSGALG00000037686
ENSG00000163145	ENSACAG00000012122	ENSGALG00000014515
ENSG00000153786	ENSACAG00000014340	ENSGALG00000042522
ENSG00000142700	ENSACAG00000007289	ENSGALG00000031423
ENSG00000167967	ENSACAG00000013796	ENSGALG00000005900
ENSG00000132613	ENSACAG00000001650	ENSGALG00000002467
